,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
Agric,0.05582485658300239,0.009445196468625893,0.009379483335980938,0.009274976584590946,0.011722920141382048,0.016031382165210484,0.019573841736298656,0.012600208463860209,0.01481624276886418,0.014084376425734714,0.017033940617950757,0.01844982640826052,0.025887554276409847,0.013422253307386816,0.013567858689436062,0.01334983218903892,0.012823640241461477,0.015439873088165208,0.017389673312152503,0.013858284327243845,0.017069588541699758,0.016324147308975377,0.015033376965845908,0.016439596076250985,0.013649186216044476,0.01004996929150119,0.012001266274821284,0.013798071000794278,0.012009381501191423,0.014242468781572681,0.006728067345512311,0.0259559841350278,0.015387573777601268,0.020166903804606832,0.027600329151707702,0.02812484875456712,0.02758579784749801,0.020915732133439238,0.012239387761715648,0.014804936131850674,0.016380481920571885,0.01680012576489277,0.018499696714853055,0.0142764371771247,0.010076905262907068,0.012199543242255759,0.011350845232724385,0.013531966033359813,0.017363830025417
Food ,0.009445196468625893,0.016205807737887212,0.0076371176806989665,0.007628489976171565,0.009616031623510721,0.011449920347895156,0.013810244192216048,0.011146006360603653,0.012034477281969814,0.012347536393963464,0.012962945189833201,0.013102613966640192,0.018928401764892775,0.011762208405083397,0.009861807617156474,0.01049680033200953,0.010699043266084195,0.013176580694201745,0.013897343876092129,0.010700581591739476,0.013955086927720415,0.012504678400317711,0.012831780238284352,0.013543817394757745,0.011320067051628272,0.007891335483717236,0.00019985070691024644,0.009145749269261316,0.010503409348689433,0.011498434017474185,0.007112947453534552,0.01823738369976172,0.011601642190627481,0.014268328189038917,0.01879180880540111,0.01965255817791899,0.01920485359015091,0.014695446662430497,0.01072325268943606,0.013603248490865765,0.01330783210007943,0.011686587493248614,0.014673254401906272,0.010136356455917395,0.008348213580619539,0.011242539274027004,0.00910100003494837,0.01064127258776807,0.0131759796076251
Soda ,0.009379483335980938,0.0076371176806989665,0.0456347701985703,0.008785473963463067,0.011597539316918187,0.009224604797458298,0.010484152057188244,0.009352894805401113,0.009717379888800635,0.010291437744241462,0.01130312413026211,0.010362137029388402,0.01463910420969023,0.008965185258141384,0.007844691755361396,0.010863616648133439,0.008930291469420173,0.010150989992057187,0.011862225194598886,0.0056576012708498815,0.010984215567911041,0.009774724638602066,0.011224099158061952,0.010526958951548848,0.008756684034948373,0.005752519523431295,0.0008961900873709293,0.008553476536934076,0.007362749134233516,0.011258960476568703,0.006643219158061953,0.014223916632247815,0.009773293979348688,0.01125439809372518,0.014388938077839558,0.015068652930897536,0.01442464870532168,0.011711780746624306,0.00912463072279587,0.012138602414614775,0.010444520349483717,0.009755619094519458,0.012153136616362192,0.008220071580619541,0.007215632216044479,0.009746340397140589,0.00845755637807784,0.008627821699761715,0.009052583224781573
Beer ,0.009274976584590946,0.007628489976171565,0.008785473963463067,0.031767319332803814,0.0077823798888006345,0.008717724416203335,0.010303202637013504,0.007859366227164415,0.008537839650516282,0.010985194725972994,0.010864891945988877,0.010893271898332009,0.014280896679904684,0.008572365305798253,0.007723180460683083,0.007535266719618746,0.0083503535822081,0.00878338068308181,0.01075100489277204,0.007540532994440033,0.010637690929308977,0.00943035180301827,0.009358861953931692,0.010391123812549643,0.0077558560127084985,0.006990726036536935,0.0044210326290706915,0.00824813782366958,0.007785824813343923,0.010276802223987289,0.005912876949960285,0.014189136171564736,0.010067563145353455,0.011295362414614773,0.01490043030976966,0.015221632247815729,0.01558295857029389,0.01129676927720413,0.008831798602065132,0.00788777912629071,0.01030827593328038,0.009824890833995235,0.012227121715647337,0.008200295599682286,0.006406572962668783,0.008889597204130264,0.0075787827482128685,0.00815043348689436,0.01058013575853852
Smoke,0.011722920141382048,0.009616031623510721,0.011597539316918187,0.0077823798888006345,0.09933738366799048,0.010369738749801427,0.014940845850675137,0.009295922395552023,0.01093871531850675,0.011714607847498013,0.01517464779825258,0.012874598290706913,0.019507744316123905,0.013600697834789514,0.00993876602859412,0.008473096573471006,0.009624467405877683,0.010859830181096108,0.012938082112787927,0.0069155188625893566,0.012068708779984113,0.011142779350277998,0.013332575694996027,0.012450673598093726,0.010124887296266878,0.00988755729785544,0.0028120367593328054,0.013329289761715648,0.013074570841938046,0.014136654420969019,0.009803964247815728,0.014218480227164418,0.0124651812279587,0.012625271286735499,0.013908933107227957,0.014797637555202543,0.013669332319301036,0.012653059409054805,0.011252927999999999,0.01688010027799841,0.012166557393169183,0.011269165494837172,0.013666899351866556,0.008599253332803812,0.008976166088959493,0.012084535347100871,0.007543373334392372,0.009466759011914218,0.012253675442414614
Toys ,0.016031382165210484,0.011449920347895156,0.009224604797458298,0.008717724416203335,0.010369738749801427,0.04492073386973789,0.025845295585385227,0.01795731135186656,0.018601992980142968,0.02073462420969023,0.02006878121207307,0.02442532099761716,0.0337472751691819,0.017881343763304205,0.01663680679110405,0.01735985553772836,0.017450622659253373,0.02123183263383638,0.022051797601270847,0.017805266986497217,0.02422272284193805,0.02222233737410643,0.02004428730738682,0.019659219999999998,0.014854962638602063,0.010543905199364573,0.006901755520254171,0.014750189841143764,0.014778399181890386,0.016413013416997618,0.00624536133121525,0.037887541653693416,0.019033372058776806,0.02667434953931692,0.039965131544082606,0.041650262457505964,0.04048366496425734,0.029149065172359014,0.015871054093725183,0.021441674193804605,0.02056935736775218,0.022052795969817313,0.024968032524225577,0.01700535672915012,0.011763110692613188,0.013909724347895152,0.01390399844003177,0.0194579794853058,0.022656358549642576
Fun  ,0.019573841736298656,0.013810244192216048,0.010484152057188244,0.010303202637013504,0.014940845850675137,0.025845295585385227,0.046450987404289115,0.021043429032565526,0.021459982177918984,0.02280129461477363,0.024243330155679112,0.028325821299444002,0.04095635504209691,0.020450208449563148,0.018676684312946785,0.0190189761096108,0.02033378107069102,0.024403835143764895,0.025751307529785546,0.020417122554408265,0.027519963890389198,0.026684297850675137,0.02393709941223193,0.023105988864177914,0.016236334108022245,0.012500850235107228,0.006494601906274822,0.014622009920571884,0.016288336497220016,0.019644637817315326,0.008922974135027798,0.04470488081175536,0.022287560557585382,0.03101757044479745,0.04560769291024621,0.04808679977283557,0.04670934426528992,0.03386929633995235,0.019006671822081014,0.025104399308975373,0.025346433555202542,0.024797542721207304,0.02914750175377284,0.019919478381254966,0.013869061510722796,0.01781485804130262,0.016575272403494837,0.022676913528196983,0.027855398867355035
Books,0.012600208463860209,0.011146006360603653,0.009352894805401113,0.007859366227164415,0.009295922395552023,0.01795731135186656,0.021043429032565526,0.031280885426529,0.016200871351866562,0.01700821264495631,0.01837291788403495,0.019365109623510717,0.028627056813343914,0.015628572397140585,0.014315177442414617,0.015772376228752976,0.015069290617950759,0.01798928716123908,0.018813528641779192,0.014338982633836378,0.020583735161239066,0.019114307564733916,0.017741827672756158,0.0157627999364575,0.013348092638602064,0.011166531895154888,-0.0016217799523431302,0.011622001747418583,0.016509889404289116,0.014942701693407466,0.008145637629864972,0.03145479951707704,0.017685215688641773,0.022177497156473394,0.03172788697696585,0.03354641885941223,0.03321554697378872,0.02431785139952343,0.01446369056711676,0.019752696139793486,0.018363082427323277,0.01771437408737093,0.021505751586973793,0.014122679961874501,0.011191319675933281,0.013759375332803811,0.012415821394757743,0.01692633057347101,0.019782542195393164
Hshld,0.01481624276886418,0.012034477281969814,0.009717379888800635,0.008537839650516282,0.01093871531850675,0.018601992980142968,0.021459982177918984,0.016200871351866562,0.025713293869737884,0.017776340365369344,0.017882262880063546,0.020136789401111996,0.028826618886417788,0.017335633660047655,0.014864979579030976,0.016772128087370927,0.01661495743288324,0.01993460809054805,0.021371673820492456,0.017146324015885627,0.02171792790945195,0.01984606844638602,0.019181888864177918,0.01780493234312947,0.015507623623510722,0.010919870584590945,0.004109275266084194,0.015096273510722796,0.01411435516282764,0.01646518882605242,0.00851545499285147,0.031071633202541693,0.017422262400317714,0.023003593240667194,0.0327729824892772,0.03349680045591739,0.03367933570293884,0.02476904096266878,0.016103416508339952,0.021029247871326446,0.02013938912311358,0.01879688691501192,0.022508180260524223,0.015531684147736301,0.011811942447974582,0.014838608557585386,0.012653427923749011,0.016925165315329626,0.020110246826052416
Clths,0.014084376425734714,0.012347536393963464,0.010291437744241462,0.010985194725972994,0.011714607847498013,0.02073462420969023,0.02280129461477363,0.01700821264495631,0.017776340365369344,0.03498967161239078,0.018371391771247022,0.019778219444003174,0.028651985734710082,0.017480602478157265,0.015208852613185067,0.017313851787132645,0.01669371901509134,0.020372367720413027,0.021713661699761713,0.015777676409849086,0.021486660937251788,0.020195907037331214,0.01997597537728355,0.019610841048451153,0.01490868915011914,0.01023720575059571,0.0037470974741858625,0.016548687847498012,0.01723815923749007,0.015773975631453538,0.007557585702938839,0.03168027717235902,0.017993856139793485,0.023153428721207302,0.03133923926926131,0.033510677934868935,0.03209577054805401,0.02341144467037332,0.015827865321683874,0.021347535186656073,0.021675271072279585,0.019562510532168387,0.025492829769658457,0.016387539126290703,0.01179017451945989,0.014903503574265288,0.014262180174741854,0.01730099984114376,0.021048690992851463
