,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
Agric,0.10414228500555998,0.043277224676727566,0.04121935332168387,0.02952876513105639,0.03857156304050834,0.0461569853534551,0.061704654597299444,0.07486583785702938,0.059128530754567095,0.062012657237490075,0.050082421591739465,0.04946404495154884,0.05420014865925337,0.07410876816838763,0.06273716007625102,0.060275708956314546,0.06966277298808578,0.08772365872915013,0.09568352291501192,0.08610931898808577,0.07909190402065128,0.06484499861477362,0.08145918665607628,0.062115721188244634,0.08697097947736299,0.05511172722478156,0.06672614146942016,0.08352918738522636,0.11728277147100874,0.09364436073868147,0.04361786505480541,0.06725618302303416,0.06056146281969818,0.05607651052422557,0.0627185460794281,0.0569963876123908,0.06254044933439236,0.05697179162509927,0.07583085256076252,0.06107161923113583,0.06688589986338364,0.060429344487688635,0.06460928161715647,0.05682541377442414,0.04860036361715645,0.06672838257664812,0.07016472471008739,0.07160720816362193,0.05874048475297855
Food ,0.043277224676727566,0.04443924428276411,0.037415637687053215,0.027186560889594917,0.03374768418745036,0.04094975783955519,0.053334965474185855,0.062426186424146136,0.04788003596505164,0.05370731608260524,0.04147453294360603,0.04034390341223192,0.04479082353296267,0.06004390434948371,0.05293339337887208,0.04883176313264496,0.05657398863224781,0.07168158036536931,0.07697993107227959,0.06717869252104847,0.06419388478792691,0.053671114935663206,0.07102286799046864,0.05247621593645751,0.07007659538363781,0.04506440049563144,0.04934134393963463,0.06329636175694994,0.08991929883081812,0.07199370225575855,0.037454295358220806,0.05702698491183479,0.05170971779189832,0.04730883826846702,0.05117782636695791,0.04711047559650517,0.050666767091342324,0.04684313288641777,0.06355372962351073,0.052808259482128674,0.056018509604447986,0.04973541679110404,0.05539302387926926,0.04891895954567116,0.040789605302621136,0.05888214689118349,0.059753325925337566,0.060129473687053216,0.048368707113582196
Soda ,0.04121935332168387,0.037415637687053215,0.07466572888959491,0.028701204034948368,0.033882728298649724,0.04183010490865766,0.050133226249404285,0.05910148955679112,0.04603390001588561,0.05091970223351867,0.039308957604447976,0.03999632345035741,0.04390548780937252,0.05825632071803019,0.04981099867831612,0.045430637407466244,0.05290750321842733,0.06530815275615567,0.07285860984908657,0.06264662822557585,0.061055641042096896,0.05222718311040507,0.06514169401111994,0.05116095823351868,0.0659051829960286,0.04310035330897538,0.0496342110881652,0.06225450968069894,0.08397306909610801,0.06967110468625894,0.03778762823193009,0.05610406263383638,0.04908184918189038,0.045092621223193005,0.050741325070691005,0.04590763051945989,0.04997190086735505,0.0449838672406672,0.058035558589356655,0.049390665887212054,0.052842369696584575,0.048064742716441615,0.053236036327243844,0.047472787285146936,0.038500530376489296,0.0559170115520254,0.05688407955520253,0.057281276003177124,0.045504598621127865
Beer ,0.02952876513105639,0.027186560889594917,0.028701204034948368,0.05178594474980144,0.026780646703733122,0.03194363043685465,0.03708484671961874,0.04148548433677521,0.03320731831612391,0.03875456630659253,0.02970934036536934,0.02922677110405084,0.03113831000794282,0.0438426591898332,0.037165492263701354,0.03400957073868149,0.039750856552819694,0.048967625639396335,0.05567984913423352,0.04838289780778396,0.0452640749324861,0.03741437849086576,0.050318510309769665,0.039114680603653695,0.04962623652104844,0.03140104915011914,0.042050951342335184,0.04707975172359014,0.06404353679110403,0.05245232119142176,0.02923832241461478,0.04045818667196186,0.03586324055599681,0.03257942597299444,0.03639914009531374,0.03406837242255758,0.035953170548054005,0.03356142341540905,0.043565119602859415,0.03544244193804608,0.039595016584590935,0.036135403510722794,0.03834921826846704,0.03493536840349483,0.027202656409849087,0.040997935758538516,0.04218871826846704,0.04124688913423352,0.03455514687847498
Smoke,0.03857156304050834,0.03374768418745036,0.033882728298649724,0.026780646703733122,0.0700367641556791,0.03507933451945989,0.043108958103256545,0.0517170768768864,0.03950058211278793,0.04517914626528992,0.034641787749007155,0.03470098617633042,0.03872133079269262,0.051823807606036554,0.044609396238284346,0.04079390095631455,0.046440097131056395,0.05526809401111994,0.06220546419380459,0.0547528571596505,0.05338584729785542,0.045496906166799043,0.057839423860206504,0.04541643696902302,0.05854742934710087,0.040667953664813336,0.043300128181096104,0.051443690081016694,0.07488013892613185,0.06365206673550437,0.03609124655758539,0.04880521569817315,0.042579691072279574,0.03860678130262113,0.04311967145035743,0.03895553357903099,0.04160179409690228,0.038242932155679116,0.05323477152978556,0.046224189108816524,0.04637725365528196,0.0415432791898332,0.04567681050357426,0.03895446181731533,0.03428816142652899,0.05128754399999999,0.04939314835583797,0.05053619851628274,0.039463706446386033
Toys ,0.0461569853534551,0.04094975783955519,0.04183010490865766,0.03194363043685465,0.03507933451945989,0.08269900892772043,0.06301024054011119,0.0716860564892772,0.05605644765687053,0.0625708651310564,0.04655829521842733,0.044300130865766486,0.05073182986497218,0.06933624819698171,0.060287393868149325,0.05791660969023034,0.06519282036536932,0.08095866046068308,0.0860187750913423,0.07651501566322476,0.07295307777601272,0.06252973308975375,0.08299927030976968,0.05983673712470214,0.08009565493248608,0.05086064705321685,0.058179294614773655,0.07073925499602861,0.0985035220969023,0.08430990954725973,0.04145790827640985,0.0661517053534551,0.05732832600476568,0.05291107119936458,0.0598441604765687,0.05305463911040508,0.05881369382049244,0.054357089467831604,0.07380660555996822,0.058841399650516296,0.06320054490865765,0.05649556870532168,0.06352351253375695,0.05654268851469421,0.04702506948371724,0.06621619024622716,0.07217401423351864,0.06751525159650515,0.055854644352660854
Fun  ,0.061704654597299444,0.053334965474185855,0.050133226249404285,0.03708484671961874,0.043108958103256545,0.06301024054011119,0.09451561126449565,0.09393731213502782,0.07250521599682286,0.08051450927561557,0.05948219731215249,0.05850459625575854,0.0648408632867355,0.08844654741540903,0.07572023436378078,0.07420046740587767,0.08483017627323271,0.10752165853852262,0.11303202901509132,0.09794594385544082,0.09363664508181095,0.07841636897855439,0.10807045645750599,0.0750580269610802,0.10353363894996027,0.06531760084511518,0.07329660426528989,0.09476186506910247,0.13123707230976964,0.10518662410643367,0.0502542836028594,0.08430197522954727,0.07670164215250196,0.0690488455996823,0.07613928187926924,0.06878193693089756,0.07560831682922953,0.06855499528514694,0.09517482890071483,0.07597706480381254,0.0829398569912629,0.0723214315567911,0.08369148711993649,0.07474361189674346,0.06050915924225576,0.08454796172835581,0.08912668742652902,0.08880231660206515,0.07159706412708497
Books,0.07486583785702938,0.062426186424146136,0.05910148955679112,0.04148548433677521,0.0517170768768864,0.0716860564892772,0.09393731213502782,0.154996295426529,0.08816998158856235,0.09515199286894357,0.07051599966957903,0.06760583335504368,0.07477293680857826,0.10409193947895148,0.09254725653375695,0.09131895308657662,0.09951984523590147,0.1271594987926926,0.13173624729944403,0.11401877465131058,0.11224628956473391,0.09253849917077044,0.12860674671961878,0.08962218596981733,0.1262558206846703,0.0777760981223193,0.07976395179507546,0.1038645141842732,0.15053036994598884,0.12159260248610003,0.060433828930897535,0.10144303544559174,0.09088856461477364,0.0827339746703733,0.08856463640508339,0.08164783752501982,0.08784060224940429,0.08040375702621129,0.11395684973312153,0.08826641503733122,0.09814545976806988,0.08524418556791101,0.09906985251469419,0.08709537237648926,0.07387689435583794,0.10207614893089756,0.10819210752184276,0.10441547278633834,0.08286222934392375
Hshld,0.059128530754567095,0.04788003596505164,0.04603390001588561,0.03320731831612391,0.03950058211278793,0.05605644765687053,0.07250521599682286,0.08816998158856235,0.07926058640190628,0.0753605275138999,0.054693012772041284,0.0531062567593328,0.05768713942811755,0.08167961023034154,0.07179497667990467,0.06951647955520253,0.07789465308975377,0.09875150309769656,0.10312860065131058,0.08926770346306592,0.08658792055599683,0.07218121404289117,0.09868149490071487,0.07028993836378078,0.09593468773629864,0.05847060832406672,0.06550246994440032,0.08505416484511515,0.11641762254169978,0.09530019423351861,0.04618361131056392,0.076089065146942,0.0686344741382049,0.06294717850675138,0.06922768538522639,0.06289037849086576,0.06810282128673549,0.06347579577442415,0.08616540646544876,0.0684600431135822,0.076092927720413,0.06655271070691024,0.0762719712152502,0.06738422781572675,0.05616368135027799,0.07637963132644954,0.08227449768069897,0.07982740195393168,0.06511099084988084
Clths,0.062012657237490075,0.05370731608260524,0.05091970223351867,0.03875456630659253,0.04517914626528992,0.0625708651310564,0.08051450927561557,0.09515199286894357,0.0753605275138999,0.10037771369499601,0.059628969550436846,0.05821452333121527,0.06354307256711676,0.08966830500714855,0.07842430596981731,0.07572620948054011,0.08461152463224782,0.1120802595869738,0.11367311125496425,0.10012298049722003,0.09557740263860207,0.07979622822557585,0.10932283644162032,0.07898195397617157,0.10731258627640983,0.0654669071771247,0.06909567004765686,0.0919807287355044,0.1304114813042097,0.10365621376489276,0.05183014028911835,0.08330040653375693,0.07670232235901508,0.06931199487688641,0.07753638271167594,0.07045711117077044,0.07603446687212072,0.06985750549324862,0.09532091642096902,0.07651394126449564,0.08501200721842733,0.07395083649722002,0.08943092266560762,0.07719492694360604,0.059364174324066724,0.08486626372041302,0.0903712978951549,0.08832450296902303,0.07163978651628275
